id,nombre,categoria,pais,cantidad,precioUnitario,fecha,metodoPago
608,Ethically-Sourced Coffee Beans,Food - Beverages,Japan,18,289.93,2026-03-31,BIZUM
609,Zucchini Noodle Pasta,Food - Vegetables,Indonesia,14,911.85,2026-03-21,TARJETA
610,Andouille Sausage,Food - Meat,China,14,947.98,2025-05-31,TARJETA
611,Smartphone Tripod,Photography,Brazil,9,161.2,2026-03-14,BIZUM
612,Classic Vanilla Fudge,Food - Desserts,Spain,15,69.06,2025-02-24,BIZUM
613,Wall-Mounted Wine Rack,Home,Georgia,11,142.68,2025-04-10,TRANSFERENCIA
614,Mini Indoor Hydroponic Garden,Garden,Bosnia and Herzegovina,11,851.33,2025-03-27,TARJETA
615,Phone Screen Protector,Accessories,Brazil,11,957.96,2026-01-18,TRANSFERENCIA
616,Vegan Caesar Dressing,Food - Condiments,Sierra Leone,5,128.41,2025-04-16,TARJETA
617,Safety Pin Dispenser,Office,Cameroon,1,233.83,2025-01-25,TRANSFERENCIA
618,Electric Hot Pot,Kitchen,Czech Republic,19,277.49,2025-10-25,TRANSFERENCIA
619,Almond Flour Brownies,Food - Baking,Ethiopia,13,996.56,2025-09-08,TARJETA
620,Cheese Stuffed Jalapenos,Food - Snacks,Poland,14,910.09,2026-03-02,TRANSFERENCIA
621,Jalapeño Cornbread,Food - Bakery,Canada,10,541.44,2025-07-19,BIZUM
622,Spinach and Cheese Stuffed Shells,Food - Frozen Meals,China,14,968.49,2025-08-08,TARJETA
623,Stuffed Grape Leaves,Food - Prepared Foods,Canada,8,962.69,2025-03-04,TARJETA
624,Electric Stool Heater,Home,Nigeria,19,583.82,2025-06-28,TRANSFERENCIA
625,Children's Musical Instrument Set,Toys,Czech Republic,7,88.82,2026-02-22,TRANSFERENCIA
626,Herb Drying Rack,Garden,China,2,193.39,2025-09-27,BIZUM
627,Coffee Making Kit,Kitchen,Honduras,13,471.18,2025-07-11,TARJETA
628,Laptop Backpack,Accessories,Uganda,3,965.32,2026-04-04,TRANSFERENCIA
629,Thai Peanut Noodles,Food - Pasta,Honduras,11,849.13,2025-03-05,BIZUM
630,Kids' Craft Supplies Set,Toys,Japan,18,330.41,2025-11-29,TRANSFERENCIA
631,Bluetooth Sleep Headphones,Audio,China,11,17.27,2025-06-07,BIZUM
632,Safety First Aid Kit,Health,Philippines,3,415.14,2025-05-08,TARJETA
633,Raisin Cinnamon Granola,Food - Cereals,Poland,15,246.8,2026-03-30,BIZUM
634,Almond Milk,Food - Dairy,China,12,381.07,2025-09-13,BIZUM
635,Bamboo Charcoal Air Purifier Bags,Home,Brazil,7,93.83,2025-09-27,BIZUM
636,Fruit Medley Juice,Food - Beverages,China,12,4.46,2025-06-20,TRANSFERENCIA
637,Creamy Ranch Dressing,Food - Dressings,Afghanistan,15,250.35,2025-08-11,BIZUM
638,Trackpad for Laptop,Accessories,Czech Republic,17,201.0,2025-04-21,BIZUM
639,Fitness Resistance Bands Kit,Fitness,Brazil,12,22.78,2025-07-31,TRANSFERENCIA
640,Watercolor Set,Art Supplies,Czech Republic,19,153.81,2025-06-09,TARJETA
641,Wireless Charging Station,Electronics,Philippines,11,78.0,2025-12-07,TARJETA
642,Magnetic Screen Door,Outdoor,China,10,922.29,2025-03-14,TRANSFERENCIA
643,Adjustable Yoga Mat Strap,Fitness,Brazil,12,914.85,2025-10-24,TARJETA
644,Savory Oats,Food - Breakfast,Afghanistan,1,800.97,2025-07-30,BIZUM
645,Pet Nail Clipper,Pets,Ukraine,12,385.07,2025-03-16,BIZUM
646,Pet Waterer with Filtration,Pets,China,3,75.87,2025-03-07,TARJETA
647,Insulated Sport Tumbler,Fitness,Sweden,1,323.89,2025-06-05,TRANSFERENCIA
648,Gingerbread House Kit,Food - Baking,Sierra Leone,9,964.96,2025-02-15,BIZUM
649,Greek Yogurt Parfait,Food - Dairy,Greece,18,760.12,2025-05-20,TARJETA
650,Couscous Mix,Food - Grains,Brazil,15,413.0,2025-02-27,TRANSFERENCIA
651,Herbal Tea Infuser,Kitchen,Colombia,9,128.69,2025-03-08,TARJETA
652,Sun Protection Clothing,Clothing,China,7,265.64,2025-04-08,TARJETA
653,Spinach Artichoke Dip,Food - Snacks,Nicaragua,6,42.6,2025-06-09,BIZUM
654,Bamboo Cotton Tank Top,Clothing - Tops,Portugal,5,346.49,2026-04-02,BIZUM
655,Spicy Snack Mix,Food - Snacks,Brazil,14,780.83,2025-01-05,BIZUM
656,Streaming Device,Electronics,Ecuador,4,396.5,2025-10-24,TARJETA
657,Red Lentil Pasta,Food - Pasta,China,7,16.14,2025-03-22,BIZUM
658,Graphic Print Leggings,Clothing - Activewear,Nepal,5,480.16,2025-01-17,TRANSFERENCIA
659,Mint Chocolate Chip Ice Cream,Food - Frozen Desserts,Russia,1,539.45,2025-07-30,BIZUM
660,Electric Fondue Pot,Kitchen,Indonesia,9,42.04,2025-04-04,TARJETA
661,Bicycle Lock,Bicycles,Cuba,5,723.3,2025-04-13,BIZUM
662,Ceramic Planter Set,Home,Indonesia,18,355.92,2026-01-08,TARJETA
663,Folding Pocket Knife,Tools,Portugal,15,44.26,2026-01-11,TARJETA
664,Bamboo Cutting Board,Kitchen,Saudi Arabia,2,6.65,2026-01-27,TARJETA
665,Nature Explorer Lens Kit,Toys,Ghana,14,361.09,2026-01-13,BIZUM
666,Luxe Velvet Blazer,Clothing - Outerwear,Russia,4,212.46,2025-01-16,TRANSFERENCIA
667,Herbed Mushroom Risotto,Food - Prepared Foods,Indonesia,11,826.15,2026-02-18,TARJETA
668,Mango Chutney,Food - Condiments,Indonesia,10,262.85,2025-02-15,TARJETA
669,Brazil Nuts,Food - Nuts,Nigeria,15,936.91,2026-01-29,BIZUM
670,Beef Stew Meat,Food - Meat,Cuba,18,920.77,2025-04-24,TRANSFERENCIA
671,Sliced Cheese,Food - Dairy,Indonesia,13,515.56,2026-01-20,TARJETA
672,Caramel Sauce,Food - Condiments,China,18,867.48,2025-09-24,BIZUM
673,Training Soccer Ball,Sports,China,12,402.69,2025-03-25,TRANSFERENCIA
674,Buffalo Style Cauliflower Bites,Food - Frozen Vegetables,China,18,532.7,2025-10-06,BIZUM
675,Portable Air Compressor,Automotive,Philippines,8,188.28,2025-04-20,BIZUM
676,Wrist Support Brace,Health,South Africa,7,179.55,2026-02-23,TARJETA
677,Crispy Rice Treats,Food - Snacks,Indonesia,6,265.74,2025-11-12,BIZUM
678,Athletic Jogging Jacket,Clothing - Outerwear,China,17,470.0,2026-01-08,TRANSFERENCIA
679,Durable Hiking Boots,Footwear,Vietnam,7,657.72,2025-12-04,TRANSFERENCIA
680,Vegetarian Stir Fry Sauce,Food - Condiments,Japan,13,455.49,2025-02-19,TARJETA
681,Mobile Workbench,Tools,Czech Republic,17,124.64,2026-01-15,TRANSFERENCIA
682,Wireless Charger Stand,Electronics,Colombia,20,575.19,2025-01-19,BIZUM
683,Dish Rack,Kitchen,China,13,964.57,2025-07-11,TRANSFERENCIA
684,Canned Black Beans,Food - Canned Goods,Greece,9,959.51,2026-02-26,TRANSFERENCIA
685,Ginger Turmeric Latte Mix,Food - Beverages,Nicaragua,14,582.64,2025-02-25,TRANSFERENCIA
686,Travel Mug,Kitchen,China,8,551.34,2025-04-25,BIZUM
687,Action Camera,Electronics,France,13,525.14,2025-06-17,TARJETA
688,Whipped Cream Cheese,Food - Dairy,China,6,153.16,2026-03-19,TARJETA
689,Men's Waterproof Hiking Boots,Footwear,China,13,640.52,2025-06-24,TRANSFERENCIA
690,Teriyaki Tofu Stir-Fry,Food - Prepared Meals,China,8,763.98,2025-04-20,TRANSFERENCIA
691,Home Office Chair,Furniture,Saudi Arabia,20,203.61,2025-04-26,TRANSFERENCIA
692,Basic V-Neck T-Shirt,Clothing - Tops,China,16,253.17,2026-01-15,BIZUM
693,Maple Bacon Popcorn,Food - Snacks,Colombia,1,981.9,2025-04-16,TRANSFERENCIA
694,Mini Waffle Maker,Kitchen,United States,3,72.08,2025-08-16,TRANSFERENCIA
695,Cranberry Almond Cookies,Food - Bakery,Russia,16,459.48,2025-09-13,TARJETA
696,DIY Candle Making Kit,Crafts,Indonesia,2,509.49,2026-02-06,TARJETA
697,Professional Chef Knife,Kitchen,Ivory Coast,13,271.38,2025-05-25,TARJETA
698,Cucumber,Food - Produce,Senegal,6,234.84,2025-03-05,TARJETA
699,Interactive Plush Toy,Toys,Indonesia,3,732.91,2025-03-03,BIZUM
700,Almond Flour,Food - Baking,Russia,5,969.82,2025-09-13,TARJETA
701,Coconut Milk,Food - Canned Goods,China,4,808.42,2025-09-22,TARJETA
702,Wall Calendar,Home,Russia,7,946.53,2025-06-16,TARJETA
703,Chickpea Pasta,Food - Pasta,China,18,843.85,2025-03-02,BIZUM
704,LED Canopy Lights,Outdoor,China,12,962.03,2025-02-25,BIZUM
705,Frozen Hash Browns,Food - Frozen Foods,South Africa,16,581.73,2025-09-28,TARJETA
706,Air Fryer Oven,Kitchen,South Korea,11,57.12,2025-09-03,BIZUM
707,Frozen Acai Purée,Food - Frozen,Malaysia,11,351.28,2025-01-30,TARJETA
708,Flavored Popcorn Mix,Food - Snacks,Philippines,15,681.93,2025-11-13,BIZUM
709,Almond Milk,Food - Dairy,Ghana,14,558.21,2025-03-11,BIZUM
710,Smartphone Projector,Electronics,Thailand,20,86.95,2025-04-25,BIZUM
711,Italian Marinara Sauce,Food - Sauces,Argentina,13,742.25,2025-02-12,TARJETA
712,Fall-Themed Table Runner,Home,Indonesia,3,665.5,2025-06-23,TARJETA
713,Luxury Bathrobe,Clothing,Philippines,16,600.01,2025-10-16,BIZUM
714,Dual Function Electric Skillet,Kitchen,Czech Republic,14,429.58,2026-02-20,TARJETA
715,Sculpting Kit,Art Supplies,China,18,688.91,2025-11-04,BIZUM
716,Creamy Tomato Basil Soup,Food - Canned Goods,China,20,401.72,2025-06-14,TRANSFERENCIA
717,Red Lentils,Food - Grains,Canada,18,763.08,2026-03-20,TARJETA
718,Stylish Wide-Leg Trousers,Clothing - Bottoms,Egypt,1,37.49,2025-02-17,TRANSFERENCIA
719,Kids' Science Experiment Kit,Toys,Indonesia,10,640.4,2025-09-09,TRANSFERENCIA
720,Honey Glazed Carrots,Food - Produce,Netherlands,4,918.62,2025-10-31,TARJETA
721,Lemon Zest Olive Oil,Food - Oils & Vinegars,Canada,10,356.17,2025-06-28,TRANSFERENCIA
722,Bicycle Lock,Bicycles,China,7,520.52,2026-01-22,TARJETA
723,Almond Flour Bread Mix,Food - Baking,France,10,464.04,2026-03-26,TARJETA
724,Pineapple Salsa,Food - Condiments,China,6,389.29,2025-05-31,TARJETA
725,Homestyle Beef Stew,Food - Canned Soups,Russia,11,80.82,2025-06-29,BIZUM
726,Beef Sirloin Steak,Food - Meat,China,18,752.51,2025-10-08,TRANSFERENCIA
727,Sweet Potato Mash,Food - Frozen Foods,Mexico,6,988.68,2025-05-10,BIZUM
728,Frozen Mixed Vegetables,Food - Frozen,Indonesia,5,583.11,2025-10-07,BIZUM
729,Protein Powder,Fitness,Ukraine,12,638.1,2025-06-14,BIZUM
730,Spaghetti Squash,Food - Produce,United States,8,660.89,2025-11-27,TRANSFERENCIA
731,Electric Meat Grinder,Kitchen,China,18,951.0,2025-08-22,TARJETA
732,Water Bottle,Fitness,Netherlands,4,81.2,2025-03-28,BIZUM
733,Pasta (Fusilli),Food - Pasta,Spain,13,817.44,2025-02-24,TRANSFERENCIA
734,Sriracha Chili Sauce,Food - Condiments,Philippines,10,739.54,2025-02-08,BIZUM
735,Faux Fur Coat,Clothing - Coats,Czech Republic,9,944.47,2025-12-18,BIZUM
736,Flavored Rice Cakes,Food - Snacks,Peru,20,42.05,2025-12-02,TRANSFERENCIA
737,Digital Food Thermometer,Kitchen,Sweden,12,978.97,2026-01-10,TARJETA
738,Butternut Squash Soup,Food - Soups,Sweden,10,587.79,2025-04-28,TARJETA
739,USB Flash Drive,Storage,Indonesia,20,245.63,2025-01-03,BIZUM
740,Hair Dryer,Beauty,Azerbaijan,7,932.61,2025-10-02,TRANSFERENCIA
741,Eco-Friendly Disposable Plates,Kitchen,Indonesia,1,847.14,2025-10-12,TARJETA
742,High-Speed HDMI Cable,Electronics,Egypt,2,937.76,2025-03-17,BIZUM
743,Electric Skillet,Kitchen,Poland,7,594.86,2025-11-02,BIZUM
744,Watercolor Set,Art Supplies,Russia,15,601.85,2025-10-02,BIZUM
745,Buffalo Stilton Cheese,Food - Cheese,Azerbaijan,10,510.08,2025-09-21,BIZUM
746,Portable Water Filter,Outdoor,Mayotte,2,197.06,2025-08-25,TRANSFERENCIA
747,Yoga Mat Carrier,Fitness,Russia,10,367.49,2025-04-19,TRANSFERENCIA
748,High-Waisted Skirt,Clothing - Bottoms,Belarus,1,194.51,2026-03-03,BIZUM
749,Stainless Steel Mixing Bowls,Kitchen,Yemen,6,267.56,2025-12-04,TARJETA
750,Sturdy Bookends,Office,Hong Kong,19,824.27,2025-04-15,TARJETA
751,Scent Diffuser,Home,Japan,17,591.66,2025-12-06,TRANSFERENCIA
752,Popcorn Chicken,Food - Frozen,France,1,657.26,2025-08-29,TARJETA
753,Electric Blanket,Home,Poland,19,319.52,2026-03-28,TRANSFERENCIA
754,Raspberry Vanilla Greek Yogurt,Food - Dairy,Philippines,1,510.76,2025-09-14,BIZUM
755,Eggs (dozen),Food - Dairy,France,5,162.65,2025-10-24,BIZUM
756,Window Blinds,Home,Ireland,12,601.64,2025-11-04,BIZUM
757,Ice Cube Tray with Lid,Kitchen,Gambia,13,666.88,2026-03-19,TARJETA
758,Classic Watch,Accessories,China,3,404.46,2025-06-11,TARJETA
759,Coloring Books for Adults,Books,Philippines,16,385.44,2025-02-13,TARJETA
760,Portable Charger with Solar Panel,Electronics,China,1,199.34,2025-09-13,TARJETA
761,Veggie Chips Variety Pack,Food - Snacks,China,17,956.99,2026-01-20,TARJETA
762,Puffer Winter Coat,Clothing - Outerwear,Bangladesh,2,429.34,2025-05-19,TRANSFERENCIA
763,Sesame Seeds,Food - Baking,Russia,10,226.7,2025-04-10,TRANSFERENCIA
764,Hand Mixer,Kitchen,China,3,495.15,2025-05-14,TARJETA
765,Mechanical Keyboard,Computers,Indonesia,19,225.66,2026-02-09,BIZUM
766,Pet Carrier,Pets,China,4,28.39,2025-10-26,TRANSFERENCIA
767,High-Speed HDMI Cable,Electronics,Indonesia,4,364.35,2025-01-01,TRANSFERENCIA
768,Pistachios,Food - Nuts,Madagascar,1,402.01,2025-04-02,BIZUM
769,Spicy Chicken Wings,Food - Meat,Bangladesh,16,952.3,2025-01-22,TARJETA
770,Fruit and Nut Energy Bites,Food - Snacks,Kosovo,17,818.79,2025-10-18,TARJETA
771,Stainless Steel Travel Mug,Kitchen,Portugal,4,702.7,2025-09-07,TRANSFERENCIA
772,Peach Salsa,Food - Dips,Philippines,10,138.12,2026-02-28,TARJETA
773,Set of Herb Garden Markers,Garden,Hungary,19,940.37,2026-03-07,BIZUM
774,Mini Indoor Herb Garden Kit,Garden,Czech Republic,9,953.28,2025-06-27,TRANSFERENCIA
775,Multicolored LED Strip Lights,Home,China,9,876.77,2025-10-14,TARJETA
776,LED Christmas Lights,Home,Nigeria,13,441.8,2025-04-29,TRANSFERENCIA
777,Honey BBQ Riblets,Food - Meat,Indonesia,20,892.69,2025-11-02,TARJETA
778,Professional Chef Knife,Kitchen,Cuba,11,740.68,2025-04-03,TARJETA
779,Pet Travel Backpack Carrier,Pets,China,20,44.11,2026-03-13,TARJETA
780,Antique Style Clock,Home,China,12,881.15,2026-01-08,BIZUM
781,Frozen Chicken Nuggets,Food - Frozen Foods,Peru,18,714.17,2025-04-23,BIZUM
782,Coconut Cashew Yogurt,Food - Dairy Alternatives,China,4,452.07,2025-08-29,TRANSFERENCIA
783,Wi-Fi Enabled Smart Light Switch,Smart Home,United States,16,100.51,2026-02-22,BIZUM
784,Greek Feta Cheese,Food - Dairy,China,4,928.89,2025-09-22,TRANSFERENCIA
785,Vegetable Quinoa Bowl,Food - Frozen Meals,Uganda,11,530.63,2025-04-04,TARJETA
786,Sporty Slide Sandals,Clothing - Footwear,Poland,8,119.73,2025-12-10,TRANSFERENCIA
787,High-Speed Hand Blender,Kitchen,Indonesia,11,776.87,2026-02-02,TARJETA
788,Heavy Duty Gardening Tool Set,Garden,Brazil,13,292.78,2025-05-13,BIZUM
789,Multi-Function Smartphone Holder,Electronics,Indonesia,19,696.97,2025-10-13,TARJETA
790,Picnic Blanket,Outdoor,Jordan,14,343.32,2025-09-24,BIZUM
791,Adjustable Skipping Rope,Fitness,Poland,3,774.54,2025-10-25,TARJETA
792,Magnetic Phone Case,Accessories,Greece,15,496.86,2025-01-27,BIZUM
793,Chicken Salad Kit,Food - Prepared Foods,Vietnam,2,301.61,2025-05-12,TARJETA
794,Sketchbook,Art Supplies,Indonesia,16,24.49,2025-09-03,BIZUM
795,Electric Heat Press Machine,Crafts,Mexico,17,373.42,2025-05-30,BIZUM
796,Watering Can with Nozzle,Garden,China,19,575.91,2025-04-12,BIZUM
797,Almond Flour Pancake Mix,Food - Baking,China,15,345.0,2025-07-29,TARJETA
798,Classic Caesar Salad Kit,Food - Salads,United States,12,311.88,2026-02-12,TRANSFERENCIA
799,Fresh Strawberries,Food - Produce,China,14,689.31,2025-01-19,TRANSFERENCIA
800,Travel Yoga Mat,Fitness,Russia,15,633.24,2025-06-29,BIZUM
801,Banana Nut Oatmeal Cups,Food - Breakfast,Bangladesh,4,704.67,2025-12-17,BIZUM
802,Fitness Smartwatch,Wearable Tech,Indonesia,4,297.67,2025-05-24,TARJETA
803,Cauliflower Crust Pizza,Food - Freezer,Russia,7,102.95,2025-04-30,BIZUM
804,Maple Breakfast Sausage,Food - Meat,Indonesia,4,577.34,2026-03-14,TRANSFERENCIA
805,Pet Bed,Pets,China,6,73.65,2025-10-19,TARJETA
806,Snack Container Set,Kitchen,Portugal,2,327.23,2025-03-29,TRANSFERENCIA
807,Miso Soup Mix,Food - Soups,United States,10,209.06,2025-01-27,TRANSFERENCIA
808,Cranberry Lime Sparkling Water,Food - Beverages,Comoros,5,97.79,2025-03-02,BIZUM
809,Electric Food Steamer,Kitchen,Indonesia,4,607.08,2025-12-03,TRANSFERENCIA
810,Organic Baby Carrots,Food - Fresh Produce,Portugal,7,743.98,2025-07-14,TARJETA
811,Pet Safety Belt for Car,Pets,Czech Republic,17,599.97,2025-05-09,TRANSFERENCIA
812,Kids' Gardening Tools Set,Toys,China,11,13.3,2025-03-09,TRANSFERENCIA
813,Adjustable Kneeling Pad,Garden,Indonesia,18,126.5,2025-06-29,BIZUM
814,Caramelized Onion Dip Mix,Food - Snacks,China,18,242.32,2025-05-27,TRANSFERENCIA
815,Handmade Leather Wallet,Accessories,Senegal,10,844.95,2025-02-12,BIZUM
816,Rustic Wooden Picture Frame,Home,Germany,7,701.61,2025-09-10,BIZUM
817,Chocolate Chip Energy Balls,Food - Snacks,China,4,933.69,2025-02-27,TRANSFERENCIA
818,Pet Carrier Backpack,Pets,Kazakhstan,10,839.41,2025-09-19,TRANSFERENCIA
819,Organic Coconut Flour,Food - Baking,United States,11,698.68,2025-03-07,TARJETA
820,Jalapeño Cornbread,Food - Bakery,Russia,1,899.54,2026-03-12,TARJETA
821,Coffee Maker,Kitchen,China,4,105.08,2026-01-28,TRANSFERENCIA
822,Spinach and Cheese Stuffed Shells,Food - Frozen Meals,Cuba,3,14.83,2025-03-08,BIZUM
823,Coffee Maker,Kitchen,Philippines,3,689.1,2025-05-06,TARJETA
824,Brazil Nuts,Food - Nuts,Indonesia,12,19.55,2025-01-29,BIZUM
825,Satin Slip Dress,Clothing - Dresses,Sweden,10,966.86,2025-09-11,TRANSFERENCIA
826,Chipotle Black Bean Salad,Food - Salads,Colombia,5,785.69,2025-02-08,TARJETA
827,Rice Pilaf Mix,Food - Grains,China,16,978.88,2025-12-09,TARJETA
828,Blackberry Jam,Food - Condiments,Honduras,10,797.21,2025-07-26,TRANSFERENCIA
829,Chicken Fajita Kit,Food - Prepared Foods,Russia,1,728.9,2026-02-19,BIZUM
830,Pet Hair Vacuum Attachment,Pets,Armenia,11,647.8,2025-01-11,TARJETA
831,Pumpkin Ice Cream,Food - Frozen Foods,Sweden,5,55.72,2025-07-06,TRANSFERENCIA
832,Smart Wi-Fi Light Bulbs,Smart Home,Portugal,14,628.89,2025-03-31,TARJETA
833,Satin Slip Dress,Clothing - Dresses,China,7,303.5,2026-01-05,BIZUM
834,Creamy Spinach Dip,Food - Prepared Foods,Egypt,17,547.03,2025-01-22,BIZUM
835,Insulated Lunch Box,Kitchen,United States,7,810.37,2025-01-01,TRANSFERENCIA
836,Training Soccer Ball,Sports,Macedonia,15,510.2,2026-03-20,BIZUM
837,Reusable Silicone Food Storage Bags,Kitchen,China,6,970.93,2025-11-02,BIZUM
838,Roasted Red Pepper Sauce,Food - Sauces,France,6,76.3,2025-03-09,TARJETA
839,Silicone Stretch Lids,Kitchen,China,7,815.98,2025-03-31,TRANSFERENCIA
840,Zucchini,Food - Produce,China,8,251.7,2026-01-06,BIZUM
841,Pumpkin Spice Coffee,Food - Beverages,Sweden,9,618.8,2026-02-10,BIZUM
842,Personal Safety Alarm,Safety,Portugal,14,5.83,2025-06-06,BIZUM
843,Bluetooth Car Adapter,Automotive,Mexico,17,372.11,2026-02-03,BIZUM
844,Instant Mashed Potatoes,Food - Sides,China,1,89.2,2025-04-30,BIZUM
845,Suede Ankle Booties,Clothing - Footwear,China,7,71.8,2025-01-07,BIZUM
846,Laundry Detergent,Food - Household,Ivory Coast,1,919.4,2026-02-14,TARJETA
847,Coconut Macaroons,Food - Confectionery,China,17,11.46,2026-03-06,TARJETA
848,Lightweight Travel Backpack,Travel,Vietnam,12,5.26,2025-11-29,BIZUM
849,Almond Flour Tortillas,Food - Baking & Cooking,China,3,691.59,2026-03-13,TARJETA
850,Salsa Verde,Food - Condiments,Greece,18,647.88,2025-01-26,TRANSFERENCIA
851,Apple Cinnamon Instant Oatmeal,Food - Cereal,China,6,484.25,2025-12-01,TRANSFERENCIA
852,Peach Slices (canned),Food - Canned Goods,Panama,12,203.18,2025-05-13,TARJETA
853,Bluetooth Car Adapter,Automotive,Philippines,16,579.48,2025-04-06,BIZUM
854,Spice Rack,Kitchen,Albania,1,680.57,2025-09-11,TARJETA
855,Comfortable Bed Pillow,Home,Indonesia,16,475.8,2025-11-19,TRANSFERENCIA
856,Decorative LED Neon Sign,Home,Indonesia,9,521.46,2026-02-18,TARJETA
857,Athletic Compression Tights,Clothing - Activewear,Macedonia,11,323.45,2025-09-16,TRANSFERENCIA
858,Collapsible Pet Dog Bowl,Pets,Thailand,2,349.45,2025-10-05,TARJETA
859,Electrolyte Water Bottle,Fitness,Poland,17,205.63,2025-12-26,TRANSFERENCIA
860,Mashed Sweet Potatoes,Food - Sides,Thailand,13,544.49,2025-01-09,TARJETA
861,Handheld Shower Head,Bathroom,Indonesia,13,578.49,2025-02-28,TARJETA
862,Honey Mustard Chicken Breasts,Food - Meat,Poland,3,715.33,2025-04-01,BIZUM
863,Vegan Caesar Dressing,Food - Condiments,Ukraine,16,175.55,2025-12-16,BIZUM
864,Portable Charcoal Grill,Outdoor,France,9,727.97,2025-10-07,TARJETA
865,Honeycrisp Apple Chips,Food - Snacks,France,11,111.75,2025-11-09,BIZUM
866,Blackberry Jam,Food - Condiments,China,4,924.44,2025-09-12,BIZUM
867,Chunky Knit Sweater,Clothing - Tops,Russia,6,95.47,2026-02-14,BIZUM
868,Black Bean Spaghetti,Food - Pasta,Comoros,5,874.11,2025-11-02,BIZUM
869,Carrot Ginger Soup,Food - Soups,Poland,6,380.05,2025-09-11,BIZUM
870,Hiking Boots,Footwear,Russia,10,681.93,2025-10-08,BIZUM
871,Honey BBQ Riblets,Food - Meat,Japan,4,727.75,2026-02-18,BIZUM
872,Multi-Functional Rice Cooker,Kitchen,South Africa,19,81.4,2025-05-03,TARJETA
873,Cocktail Shaker and Mixing Glass Set,Kitchen,Indonesia,16,181.33,2025-06-25,TRANSFERENCIA
874,Hand Mixer,Kitchen,China,15,644.15,2025-05-02,TARJETA
875,Wireless Security Camera,Home,South Georgia and the South Sandwich Islands,10,758.25,2025-04-18,TRANSFERENCIA
876,Water Bottle with Built-in Fruit Infuser,Fitness,North Korea,6,68.5,2025-01-07,BIZUM
877,Pleated Midi Dress,Clothing - Dresses,United States,3,6.2,2025-05-08,TARJETA
878,Compact Umbrella,Accessories,Cuba,18,673.05,2025-07-14,BIZUM
879,Beef Stew Meat,Food - Meat,Poland,15,345.2,2025-05-27,TARJETA
880,Electric Kettle,Kitchen,New Zealand,19,46.85,2026-01-23,TRANSFERENCIA
881,Beef Stroganoff Meal Kit,Food - Frozen Meals,Croatia,15,874.09,2025-05-26,BIZUM
882,Herbed Chicken Breast,Food - Meat,Brazil,4,856.2,2025-11-25,BIZUM
883,Car Trash Can,Automotive,China,16,505.52,2025-12-23,TRANSFERENCIA
884,Pet Training Pads,Pets,Brazil,17,996.23,2025-04-01,TRANSFERENCIA
885,Pretzel Bites,Food - Snacks,Russia,6,569.86,2025-03-24,BIZUM
886,Reusable Silicone Food Storage Bags,Kitchen,Macedonia,8,916.91,2025-01-24,TARJETA
887,Pet Travel Carrier,Pets,China,18,801.49,2025-07-23,TARJETA
888,Wall-Mounted Wine Rack,Home,Portugal,4,598.72,2025-01-04,TRANSFERENCIA
889,Body Pillow Case,Home,Sweden,6,897.95,2025-05-16,TARJETA
890,Stuffed Grape Leaves,Food - Prepared Foods,China,6,246.23,2025-03-14,BIZUM
891,Feta Cheese,Food - Dairy,Colombia,9,92.4,2025-12-26,TRANSFERENCIA
892,Pet Hair Removal Brush,Pets,Mexico,11,765.73,2025-01-28,TRANSFERENCIA
893,Maple Pecan Oatmeal Cookies,Food - Bakery,Brazil,4,889.19,2025-11-12,TARJETA
894,Honey Mustard Dip,Food - Condiments,Russia,3,517.96,2025-10-25,TRANSFERENCIA
895,DIY Organic Gardening Kit,Garden,Poland,20,371.67,2025-07-25,TRANSFERENCIA
896,Smart Thermostat with Wi-Fi,Smart Home,Panama,9,522.08,2025-05-10,BIZUM
897,Organic Baby Spinach,Food - Produce,Argentina,7,893.33,2026-02-23,TARJETA
898,Dried Apricots,Food - Dried Fruits,North Korea,20,363.87,2025-05-24,TRANSFERENCIA
899,Pasta Primavera,Food - Frozen Foods,Philippines,4,851.23,2025-03-02,TARJETA
900,Glass Tea Pot,Kitchen,Venezuela,2,102.48,2026-01-18,TRANSFERENCIA
901,Almond Flour Cookies,Food - Bakery,Portugal,20,317.29,2025-07-08,TARJETA
902,Cucumber Lime Sparkling Water,Food - Beverages,Vietnam,18,659.01,2025-06-20,BIZUM
903,Garden Hose Reel,Garden,Sweden,12,725.06,2026-02-05,TARJETA
904,Pocket Blanket,Outdoor,Brazil,2,467.56,2026-02-07,TARJETA
905,Portable Jump Starter,Automotive,Peru,2,705.01,2025-08-02,TRANSFERENCIA
906,Garlic Breadsticks,Food - Sides,Poland,1,20.63,2025-01-27,BIZUM
907,Caramelized Onion Dip,Food - Dairy,Madagascar,8,993.82,2026-03-12,TARJETA
908,Chickpea Pancakes,Food - Frozen,Russia,6,402.6,2025-03-09,TARJETA
909,Pepperoni Pizza Rolls,Food - Snacks,Poland,12,896.42,2025-11-30,TARJETA
910,Tandoori Chicken Skewers,Food - Meat,Poland,20,719.27,2025-12-24,BIZUM
911,Eco-Friendly Cleaning Cloths,Home,Barbados,10,653.2,2025-03-16,BIZUM
912,Memory Card,Storage,Czech Republic,14,803.93,2025-03-07,TARJETA
913,Pet Nail Clipper,Pets,China,10,833.59,2025-08-02,BIZUM
914,Vegetable Spiralizer,Kitchen,Thailand,18,441.61,2025-10-14,BIZUM
